city,title,rent_type,district,sub_district,community,area_sqm,bedrooms,living_rooms,bathrooms,orientation,floor_level,total_floors,tags,platform,update_time,price_rmb
上海,整租·海滨新村 3室1厅 南/北,整租,宝山,淞宝,海滨新村,99.79,3,1,1,南 北,中,5,自营|新上|押一付一|随时看房|首次出租,贝壳优选,今天维护,4500
上海,整租·高申北苑 2室1厅 南,整租,浦东,高行,高申北苑,82.0,2,1,1,南,低,18,官方核验|自营|新上|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,5400
上海,整租·中虹华苑 2室1厅 南,整租,嘉定,江桥,中虹华苑,74.0,2,1,1,南,低,6,官方核验|自营|新上|押一付一|随时看房|首次出租,贝壳优选,今天维护,4700
上海,整租·嘉尚坊 2室1厅 南,整租,嘉定,丰庄,嘉尚坊,57.0,2,1,1,南,中,6,官方核验|自营|新上|近地铁|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,5000
上海,整租·百欣苑 3室1厅 南,整租,浦东,川沙,百欣苑,99.0,3,1,1,南,高,6,自营|新上|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,3200
上海,整租·新天地河滨花园 3室2厅 南/北,整租,长宁,天山,新天地河滨花园,145.01,3,2,2,南 北,中,34,官方核验|近地铁|精装|双卫生间,链家,5天前维护,21500
上海,整租·上船大楼 1室1厅 南,整租,浦东,梅园,上船大楼,63.49,1,1,1,南,高,18,官方核验|近地铁|随时看房,链家,2天前维护,6300
上海,整租·紫都上海晶园 5室3厅 复式 南,整租,松江,佘山,紫都上海晶园,698.64,5,3,3,南,低,2,官方核验|精装,链家,,25000
上海,整租·世纪非凡怡园 3室2厅 南,整租,宝山,顾村,世纪非凡怡园,134.14,3,2,2,南,中,4,官方核验|双卫生间|随时看房,链家,4天前维护,4300
上海,整租·康虹佳园(公寓) 4室2厅 南,整租,青浦,徐泾,康虹佳园(公寓),192.8,4,2,2,南,高,5,官方核验|双卫生间,链家,3天前维护,9600
上海,整租·天山商厦 4室1厅 南,整租,长宁,中山公园,天山商厦,185.14,4,1,2,南,高,30,官方核验|近地铁|精装|双卫生间|随时看房,链家,,17000
上海,整租·丽茵别墅 7室3厅 复式 南,整租,松江,泗泾,丽茵别墅,280.11,7,3,4,南,低,2,官方核验|精装,链家,,15000
上海,整租·丽泽兰馨苑 2室1厅 南/北,整租,浦东,书院镇,丽泽兰馨苑,79.78,2,1,1,南 北,低,6,官方核验|随时看房,链家,2天前维护,1700
上海,整租·中福花苑 1室1厅 西,整租,黄浦,蓬莱公园,中福花苑,42.46,1,1,1,西,中,15,官方核验|近地铁|随时看房,链家,,6066
上海,整租·融信铂湾 3室2厅 复式 南,整租,青浦,赵巷,融信铂湾,194.24,3,2,4,南,低,3,官方核验|精装,链家,2天前维护,14000
上海,整租·江临天下 3室2厅 南,整租,浦东,陆家嘴,江临天下,160.0,3,2,2,南,低,35,官方核验|近地铁|双卫生间,链家,1天前维护,17800
上海,整租·观庭 5室2厅 复式 南/北,整租,青浦,徐泾,观庭,350.0,5,2,4,南 北,低,2,官方核验,链家,2天前维护,22700
上海,整租·塘和家园桂花锦苑 2室1厅 南/北,整租,松江,泗泾,塘和家园桂花锦苑,76.33,2,1,1,南 北,高,18,官方核验,链家,1天前维护,3400
上海,整租·海潮新村 1室0厅 西,整租,黄浦,蓬莱公园,海潮新村,27.09,1,0,1,西,中,6,官方核验|近地铁|精装|随时看房,链家,2天前维护,4500
上海,整租·罗山花苑 2室1厅 南,整租,浦东,碧云,罗山花苑,74.0,2,1,1,南,高,6,官方核验|近地铁|精装|随时看房,链家,1天前维护,6500
上海,整租·星月国际商务广场 2室1厅 南,整租,宝山,淞宝,星月国际商务广场,236.1,2,1,0,南,中,26,精装,链家,2天前维护,9700
上海,整租·黄河路125弄 1室1厅 南,整租,黄浦,人民广场,黄河路125弄,16.0,1,1,1,南,低,2,官方核验|近地铁|精装,链家,,3388
上海,整租·云麓之城 4室2厅 跃层 南,整租,宝山,罗店,云麓之城,158.43,4,2,3,南,低,6,官方核验|随时看房,链家,2天前维护,3500
上海,整租·西郊美林馆 3室2厅 复式 南,整租,青浦,徐泾,西郊美林馆,338.01,3,2,4,南,低,3,官方核验|精装,链家,1天前维护,37500
上海,整租·大豪山林别墅 7室5厅 复式 南,整租,青浦,徐泾,大豪山林别墅,760.21,7,5,6,南,低,2,官方核验,链家,2天前维护,43000
上海,整租·棕榈滩别墅 6室2厅 复式 南,整租,奉贤,海湾,棕榈滩别墅,416.58,6,2,4,南,低,1,官方核验|精装|随时看房,链家,,14600
上海,整租·两河流域 5室2厅 复式 南/北,整租,浦东,航头,两河流域,215.08,5,2,3,南 北,低,3,官方核验,链家,4天前维护,7000
上海,整租·王家宅小区 1室1厅 南,整租,浦东,潍坊,王家宅小区,35.7,1,1,1,南,高,6,官方核验|近地铁|精装|随时看房,链家,,4000
上海,整租·博鸿大厦 2室1厅 南,整租,静安,江宁路,博鸿大厦,77.45,2,1,1,南,高,27,近地铁|精装|随时看房,链家,2天前维护,10000
